hari,jam,menit,motor,mobil,bus,truk,total_kendaraan,tingkat_kepadatan
Jumat,19,50,38,15,4,1,58,Sedang
Jumat,19,60,43,8,3,2,56,Sedang
Sabtu,6,10,36,17,3,2,58,Sedang
Sabtu,6,20,27,10,2,3,42,Rendah
Sabtu,6,30,25,9,3,2,39,Rendah
Sabtu,6,40,29,6,2,1,38,Rendah
Sabtu,6,50,26,10,3,3,42,Rendah
Sabtu,6,60,24,10,1,1,36,Rendah
Sabtu,7,10,70,23,5,3,101,Tinggi
Sabtu,7,20,43,17,7,5,72,Sedang
Sabtu,7,30,67,19,5,2,93,Tinggi
Sabtu,7,40,70,21,6,2,99,Tinggi
Sabtu,7,50,35,24,4,2,65,Sedang
Sabtu,7,60,70,17,7,5,99,Tinggi
Sabtu,8,10,48,7,6,3,64,Sedang
Sabtu,8,20,37,13,0,3,53,Sedang
Sabtu,8,30,31,7,0,4,42,Rendah
Sabtu,8,40,35,19,2,1,57,Sedang
Sabtu,8,50,30,18,3,2,53,Sedang
Sabtu,8,60,42,15,6,4,67,Sedang
Sabtu,15,10,29,6,3,3,41,Rendah
Sabtu,15,20,25,7,4,3,39,Rendah
Sabtu,15,30,33,8,3,2,46,Rendah
Sabtu,15,40,39,13,2,2,56,Sedang
Sabtu,15,50,20,8,3,1,32,Rendah
Sabtu,15,60,25,7,4,3,39,Rendah
Sabtu,16,10,40,15,3,2,60,Sedang
Sabtu,16,20,63,20,2,3,88,Tinggi
Sabtu,16,30,55,10,6,4,75,Sedang
Sabtu,16,40,36,11,6,3,56,Sedang
Sabtu,16,50,52,16,5,1,74,Sedang
Sabtu,16,60,57,19,4,3,83,Sedang
Sabtu,17,10,46,23,7,3,79,Sedang
Sabtu,17,20,81,19,7,1,108,Tinggi
Sabtu,17,30,66,20,6,3,95,Tinggi
Sabtu,17,40,65,25,5,0,95,Tinggi
Sabtu,17,50,89,27,3,5,124,Tinggi
Sabtu,17,60,60,22,7,3,92,Tinggi
Sabtu,18,10,36,11,2,2,51,Sedang
Sabtu,18,20,44,11,6,4,65,Sedang
Sabtu,18,30,38,15,5,3,61,Sedang
Sabtu,18,40,45,17,5,1,68,Sedang
Sabtu,18,50,53,17,3,3,76,Sedang
Sabtu,18,60,51,13,6,5,75,Sedang
Sabtu,19,10,22,4,3,2,31,Rendah
Sabtu,19,20,26,13,1,2,42,Rendah
Sabtu,19,30,23,14,5,1,43,Rendah
Sabtu,19,40,23,11,2,2,38,Rendah
Sabtu,19,50,27,3,3,1,34,Rendah
Sabtu,19,60,24,13,1,3,41,Rendah
Minggu,6,10,19,6,3,2,30,Rendah
Minggu,6,20,24,10,2,1,37,Rendah
Minggu,6,30,14,4,5,3,26,Rendah
Minggu,6,40,13,3,3,2,21,Rendah
Minggu,6,50,24,6,2,2,34,Rendah
Minggu,6,60,22,0,2,1,25,Rendah
Minggu,7,10,56,31,5,2,94,Tinggi
Minggu,7,20,65,19,5,4,93,Tinggi
Minggu,7,30,79,11,5,1,96,Tinggi
Minggu,7,40,61,12,4,2,79,Sedang
Minggu,7,50,66,21,2,3,92,Tinggi
Minggu,7,60,45,10,4,2,61,Sedang
Minggu,8,10,60,13,0,2,75,Sedang
Minggu,8,20,46,20,0,0,66,Sedang
Minggu,8,30,55,13,1,3,72,Sedang
Minggu,8,40,10,11,4,3,28,Rendah
Minggu,8,50,26,12,1,3,42,Rendah
Minggu,8,60,27,10,1,3,41,Rendah
Minggu,15,10,35,8,3,1,47,Rendah
Minggu,15,20,26,9,6,1,42,Rendah
Minggu,15,30,40,12,3,4,59,Sedang
Minggu,15,40,31,10,3,3,47,Rendah
Minggu,15,50,37,7,2,2,48,Rendah
Minggu,15,60,22,9,4,2,37,Rendah
Minggu,16,10,41,13,5,0,59,Sedang
Minggu,16,20,35,14,6,2,57,Sedang
Minggu,16,30,22,15,2,1,40,Rendah
Minggu,16,40,35,12,3,0,50,Sedang
Minggu,16,50,50,18,5,1,74,Sedang
Minggu,16,60,39,13,5,3,60,Sedang
Minggu,17,10,49,18,6,6,79,Sedang
Minggu,17,20,68,22,5,6,101,Tinggi
Minggu,17,30,64,14,8,4,90,Tinggi
Minggu,17,40,53,16,6,4,79,Sedang
Minggu,17,50,61,20,9,5,95,Tinggi
Minggu,17,60,61,23,3,4,91,Tinggi
Minggu,18,10,57,11,2,2,72,Sedang
Minggu,18,20,28,9,3,1,41,Rendah
Minggu,18,30,39,16,2,4,61,Sedang
Minggu,18,40,44,16,2,3,65,Sedang
Minggu,18,50,28,16,4,3,51,Sedang
Minggu,18,60,27,8,5,1,41,Rendah
Minggu,19,10,27,3,3,0,33,Rendah
Minggu,19,20,28,9,2,2,41,Rendah
Minggu,19,30,26,6,1,0,33,Rendah
Minggu,19,40,26,3,2,1,32,Rendah
Minggu,19,50,29,7,2,2,40,Rendah
Minggu,19,60,26,8,3,0,37,Rendah
